kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode49,FGF14_101607
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode50,FGF14_101765
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode51,FGF14_101766
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode52,FGF14_101767
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode53,MARCHF6_101921
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode54,MARCHF6_101924
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode55,MARCHF6_100949
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode56,MARCHF6_100950
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode57,NAA10_F_R1_95716
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode58,NAA10_F_R1_55042
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode59,NAA10_F_R1_55043
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode60,NAA10_F_R1_100767
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode61,NAA10_F_R2_95716
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode62,NAA10_F_R2_55042
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode63,NAA10_F_R2_55043
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode64,NAA10_F_R2_100767
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode65,MARCHF6_97368
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode66,DAB1_100505
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode73,AFF2_Ctrl_IP
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode74,AFF2_c0001_pt
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode75,AFF2_c0001b_mother
SQK-LSK109,FAX76094,run014_20240515_FGF14_MARCHF_NAA_DAB_AFF,barcode76,AFF2_c0001T_aunt
