kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode47,MDGS053_D_95257
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode48,LEC019_B_74957
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode49,F3_PM478_D_95198
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode50,F4_PM508_D_95201
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode51,F4_PM514_D_95202
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode52,PAY002_B_77507
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode53,PAY031_B_77534
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode54,PAY023_B_77525
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode55,LEC035_B_74980
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode56,F4_PM516_D_95204
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode57,PAY028_B_77531
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode58,PAD17_B_77030
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode59,F4_PM510_D_95199
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode60,PAY004_B_92467
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode61,PAY005_B_92468
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode62,PAY034_B_77537
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode63,EIG_PM443_D_95172
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode64,F1_PM440_D_95185
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode65,F2_PM499_D_95190
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode66,PAY039_B_77542
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode67,VA33_214_Cereb_87354
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode68,F1_PM442_D_95186
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode69,F2_PM502_D_95194
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode70,PAY011_B_77514
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode71,PAY024_B_77527
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode72,F2_PM496_D_95195
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode73,CAT_Y90_D_95208
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode74,PAY037_B_77540
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode75,BAFME1_PM439_D_95184
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode76,F1_PM456_D_95187
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode77,F2_PM503_D_95193
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode78,F3_PM445_D_95197
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode79,F5_PM517_D_95206
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode80,CAT_Y91_D_95209
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode81,EIG_PM560_D_95177_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode82,EIG_PM470_D_95182_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode83,F1_PM458_D_95188_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode84,F2_PM501_D_95192_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode85,F2_PM504_D_95196_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode86,F5_PM518_D_95205_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode87,F5_PM520_D_95207_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode89,EIG_PM461_D_95173_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode90,EIG_PM463_D_95174_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode91,EIG_PM444_D_95176_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode92,EIG_PM474_D_95178_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode93,EIG_PM475_D_95179_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode94,EIG_PM467_D_95180_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode95,EIG_PM469_D_95181_2x0_75
SQK-LSK109,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode96,F1_PM497_D_95189_2x0_75
